# XLAMB2	YLAMB2 
661675.400	1725283.800
661695.500	1725272.300
661708.100	1725258.000
661715.500	1725226.500
661753.500	1725203.600
661798.700	1725229.400
661798.700	1725252.300
661803.600	1725283.800
661813.800	1725272.300
661838.900	1725280.900
661856.500	1725263.700
661856.500	1725255.100
661864.000	1725240.800
661891.600	1725246.600
661891.700	1725197.900
661914.400	1725186.400
661904.200	1725160.600
661854.100	1725197.900
661838.800	1725197.900
661826.300	1725186.400
661788.600	1725134.800
661806.300	1725117.700
661801.100	1725114.800
661766.000	1725149.200
661756.000	1725129.100
661728.300	1725152.000
661705.600	1725129.100
661687.900	1725097.600
661690.600	1725043.200
661723.100	1725037.500
661740.900	1725017.400
661758.400	1724980.200
661753.300	1724968.700
661733.300	1725014.700
661710.600	1725026.000
661645.200	1725031.700
661640.000	1725023.100
661607.400	1725017.400
661599.900	1725000.200
661655.300	1725014.600
661700.500	1724965.900
661715.700	1724980.200
661715.700	1724968.700
661705.600	1724960.100
661713.100	1724951.500
661703.600	1724937.400
661688.700	1724916.100
661677.400	1724907.500
661673.600	1724847.600
661673.600	1724804.900
661714.900	1724762.200
661816.400	1724749.300
661838.900	1724753.600
661831.500	1724779.200
661816.400	1724839.200
661838.900	1724856.200
661868.800	1724839.200
661914.100	1724822.000
662011.700	1724830.600
662026.800	1724903.300
662056.800	1724916.100
662079.400	1724958.900
662180.800	1724946.000
662301.000	1724809.100
662312.300	1724766.400
662331.100	1724792.100
662417.400	1724775.000
662440.100	1724719.300
662485.100	1724719.300
662515.100	1724732.100
662522.600	1724779.200
662545.100	1724770.600
662556.500	1724796.300
662518.900	1724864.800
662500.000	1724924.600
662545.200	1724903.300
662616.500	1724903.300
662650.400	1724903.300
662665.400	1724877.600
662755.600	1724886.100
662793.200	1724834.800
662778.200	1724804.900
662774.400	1724766.400
662789.300	1724740.700
662818.300	1724735.900
662862.200	1724817.000
662869.500	1724849.600
662894.800	1724864.000
662916.400	1724864.000
662927.100	1724878.400
662941.600	1724878.400
662948.900	1724889.200
662966.800	1724889.200
662977.700	1724878.400
662995.800	1724820.700
663031.900	1724817.000
663068.000	1724831.500
663071.700	1724860.300
663057.200	1724907.300
663068.000	1724929.000
663081.300	1724926.300
663086.100	1724925.400
663080.500	1724936.300
663075.100	1724947.100
663079.700	1724950.300
663100.500	1724965.100
663104.200	1724990.400
663151.000	1724975.900
663154.700	1724957.800
663176.400	1724975.900
663169.200	1724954.300
663183.600	1724957.800
663201.700	1724983.200
663226.900	1724961.500
663226.900	1724936.200
663248.600	1724961.500
663248.600	1724925.400
663234.100	1724911.000
663255.800	1724914.500
663299.100	1724993.900
663324.400	1724993.900
663342.500	1725033.700
663389.300	1724979.500
663400.300	1725019.300
663418.400	1724983.200
663447.100	1724993.900
663483.300	1724958.000
663497.800	1724939.900
663526.600	1724932.600
663541.100	1724947.100
663559.200	1724936.200
663569.900	1724892.900
663580.700	1724921.800
663591.600	1724929.000
663609.700	1724932.600
663613.200	1724896.400
663613.400	1724885.700
663635.000	1724892.900
663653.000	1724885.700
663609.700	1724845.900
663580.700	1724845.900
663555.500	1724827.900
663515.900	1724726.800
663512.100	1724687.000
663541.100	1724669.000
663584.400	1724679.800
663598.800	1724697.900
663613.400	1724708.800
663663.900	1724712.300
663725.200	1724723.200
663743.300	1724730.400
663775.800	1724737.600
663804.700	1724723.300
663822.800	1724716.000
663833.500	1724690.700
663895.000	1724647.400
663916.600	1724596.800
663945.500	1724578.700
663974.400	1724575.100
663992.500	1724502.900
663996.000	1724477.600
664006.900	1724459.600
663996.000	1724448.700
663981.600	1724423.500
663952.600	1724394.600
663920.200	1724419.800
663858.900	1724362.100
663876.900	1724340.400
663851.700	1724333.200
663793.800	1724300.700
663588.000	1724329.600
663490.500	1724391.000
663486.900	1724372.900
663508.600	1724333.200
663501.300	1724326.000
663479.700	1724365.600
663472.400	1724358.400
663501.300	1724271.800
663519.400	1724257.400
663523.100	1724239.300
663533.800	1724221.300
663519.400	1724217.600
663356.900	1723950.500
663443.600	1723899.900
663450.800	1723910.700
663389.400	1723950.500
663393.000	1723961.300
663450.800	1723921.600
663461.700	1723932.300
663407.500	1723975.800
663411.100	1723986.500
663465.200	1723950.500
663476.100	1723961.300
663432.800	1723993.800
663440.000	1724004.600
663461.700	1723990.300
663476.100	1724011.900
663454.400	1724033.500
663465.200	1724055.200
663505.000	1724019.100
663472.400	1723979.300
663490.400	1723961.300
663443.600	1723889.000
663472.400	1723878.300
663642.200	1724120.100
663830.000	1724069.600
663862.400	1724102.100
663880.500	1724120.100
663905.700	1724159.900
663916.600	1724156.200
663909.400	1724145.400
663934.700	1724131.000
663934.700	1724116.600
663959.900	1724112.900
663981.600	1724116.600
664014.100	1724138.200
664014.100	1724170.800
664028.500	1724203.200
664035.800	1724232.100
664039.400	1724239.300
664068.300	1724239.300
664071.800	1724275.500
664097.200	1724275.500
664097.200	1724250.200
664129.600	1724228.500
664154.900	1724221.300
664165.800	1724239.400
664158.600	1724271.800
664194.700	1724271.800
664223.500	1724250.200
664256.100	1724271.800
664259.500	1724300.800
664256.100	1724311.600
664266.800	1724322.300
664281.300	1724351.200
664284.900	1724383.700
664284.900	1724412.600
664302.900	1724430.700
664302.900	1724448.700
664328.300	1724455.900
664324.600	1724481.200
664364.300	1724506.600
664389.700	1724492.100
664422.100	1724510.100
664422.100	1724524.500
664411.300	1724553.400
664368.000	1724582.300
664270.500	1724679.800
664245.200	1724705.100
664248.700	1724730.400
664274.100	1724716.000
664310.100	1724708.800
664324.600	1724676.200
664357.100	1724625.700
664404.100	1724632.900
664404.000	1724604.100
664414.700	1724589.500
664447.400	1724596.800
664454.600	1724567.900
664487.200	1724557.100
664534.000	1724557.100
664559.300	1724564.300
664573.800	1724578.700
664606.300	1724582.300
664638.700	1724575.100
664649.500	1724578.700
664696.600	1724575.100
664674.900	1724549.900
664674.900	1724531.800
664689.400	1724513.800
664707.400	1724506.600
664721.800	1724506.600
664747.100	1724524.500
664776.000	1724524.500
664801.300	1724513.800
664797.600	1724502.900
664797.600	1724470.400
664830.200	1724474.000
664830.200	1724492.100
664855.400	1724477.600
664855.400	1724459.600
664819.300	1724448.700
664823.000	1724437.900
664851.700	1724427.100
664869.900	1724409.100
664880.700	1724441.500
664884.400	1724401.800
664949.300	1724372.900
665039.600	1724354.900
665285.100	1724181.500
665306.800	1724170.800
665321.200	1724181.500
665317.700	1724210.400
665328.400	1724206.900
665350.100	1724199.600
665339.300	1724210.400
665386.300	1724206.900
665400.700	1724185.200
665422.400	1724152.700
665411.500	1724120.100
665451.200	1724149.000
665465.700	1724141.800
665483.800	1724141.800
665505.400	1724116.700
665530.600	1724120.100
665556.000	1724138.200
665563.200	1724112.900
665573.900	1724091.300
665573.900	1724080.500
665620.900	1724055.200
665620.900	1724040.700
665653.500	1724044.300
665660.700	1724051.500
665743.700	1724037.100
665758.200	1724037.100
665776.200	1724040.700
665801.500	1724040.700
665812.400	1723975.800
665830.300	1723972.100
665834.000	1723950.500
665834.000	1723907.100
665841.200	1723892.700
665830.300	1723874.600
665805.100	1723860.200
665870.100	1723863.800
665884.500	1723863.800
665917.100	1723871.100
665938.700	1723885.500
665971.100	1723885.500
666032.600	1723853.000
666036.200	1723860.200
666057.900	1723860.200
666072.300	1723831.300
666169.800	1723827.600
666184.200	1723816.900
666198.700	1723816.900
666216.800	1723802.400
666231.200	1723798.800
666245.700	1723806.000
666285.300	1723773.600
666278.100	1723773.600
666267.300	1723762.800
666238.400	1723755.500
666231.200	1723741.000
666213.100	1723741.000
666177.000	1723744.600
666169.800	1723737.400
666133.700	1723748.200
666104.800	1723766.300
666068.600	1723744.600
666025.300	1723744.600
666010.900	1723744.700
666014.600	1723697.700
665982.000	1723701.300
665938.700	1723701.300
665924.300	1723679.600
665899.000	1723658.000
665873.700	1723679.600
665859.200	1723737.400
665797.900	1723715.700
665768.900	1723697.700
665743.700	1723690.500
665682.300	1723701.300
665671.400	1723722.900
665653.500	1723715.700
665649.800	1723672.400
665657.000	1723658.000
665678.700	1723658.000
665671.400	1723636.300
665642.600	1723632.600
665620.900	1723632.600
665606.500	1723621.900
665545.100	1723621.900
665509.000	1723614.700
665498.200	1723596.600
665509.000	1723549.800
665519.900	1723538.800
665523.400	1723524.400
665516.200	1723502.700
665516.200	1723463.000
665534.300	1723455.700
665534.300	1723441.300
665577.600	1723430.500
665599.300	1723430.500
665602.900	1723394.300
665584.800	1723394.300
665577.600	1723369.100
665588.500	1723354.700
665599.300	1723354.700
665624.600	1723336.600
665624.600	1723322.200
665592.000	1723322.200
665602.900	1723304.100
665595.700	1723293.300
665559.500	1723300.500
665472.900	1723268.000
665447.600	1723239.200
665483.800	1723246.300
665476.400	1723195.800
665498.200	1723181.400
665480.100	1723159.700
665451.200	1723159.700
665447.600	1723141.600
665444.000	1723120.000
665425.900	1723127.200
665400.700	1723138.100
665375.400	1723112.700
665361.000	1723116.400
665379.100	1723141.600
665328.400	1723145.300
665306.800	1723127.200
665259.800	1723134.400
665259.800	1723112.700
665277.900	1723098.300
665277.900	1723083.900
665259.800	1723044.100
665252.600	1723026.100
665252.600	1722997.100
665263.500	1722986.400
665292.300	1722982.700
665249.000	1722953.800
665173.200	1722881.700
665155.100	1722867.200
665133.400	1722874.400
665133.400	1722885.200
665122.700	1722885.200
665104.600	1722885.200
665093.800	1722899.600
665068.500	1722899.600
665082.900	1722845.600
665090.100	1722831.100
665093.800	1722802.300
665082.900	1722791.400
665079.400	1722813.000
665068.500	1722813.000
665054.000	1722834.700
665025.200	1722838.500
665010.700	1722849.200
664992.600	1722856.300
664971.000	1722845.600
664978.200	1722831.100
664981.900	1722809.500
664996.300	1722794.900
664996.300	1722776.900
664942.100	1722780.500
664898.800	1722784.200
664866.100	1722786.800
664855.400	1722787.700
664815.700	1722769.700
664758.000	1722769.700
664754.300	1722744.400
664754.300	1722679.400
664754.300	1722621.700
664747.100	1722628.900
664743.400	1722585.500
664830.200	1722600.200
664891.600	1722589.200
664898.800	1722549.400
664913.200	1722542.200
664913.200	1722524.200
664898.800	1722520.600
664891.600	1722451.900
664877.100	1722441.100
664873.500	1722430.300
664873.500	1722415.800
664913.200	1722350.900
664956.500	1722296.700
665010.700	1722253.400
665032.400	1722246.100
665057.600	1722238.900
665093.800	1722282.200
665158.800	1722311.100
665173.200	1722311.100
665209.300	1722271.500
665220.200	1722260.600
665241.800	1722242.500
665241.800	1722231.700
665220.200	1722220.800
665209.300	1722192.000
665205.700	1722174.000
665216.500	1722152.200
665270.700	1722069.300
665335.600	1722029.500
665364.500	1722029.500
665382.600	1722025.800
665425.900	1722025.800
665440.400	1722036.700
665451.200	1722076.500
665541.500	1722127.000
665577.600	1722134.200
665628.100	1722159.400
665649.800	1722159.400
665678.700	1722159.400
665686.000	1722170.300
665714.900	1722170.300
665718.400	1722152.200
665732.800	1722155.900
665743.700	1722159.400
665758.200	1722141.400
665768.900	1722134.200
665815.900	1722137.800
665815.900	1722123.300
665805.100	1722101.700
665812.400	1722043.900
665808.700	1722022.300
665794.300	1722022.300
665768.900	1722018.600
665765.400	1721975.300
665801.500	1721932.000
665812.400	1721932.000
665812.400	1721910.300
665830.300	1721899.500
665844.800	1721892.200
665884.500	1721903.100
665891.800	1721885.000
665873.700	1721859.800
665841.200	1721870.600
665815.900	1721877.800
665783.400	1721877.800
665700.400	1721838.100
665639.000	1721809.200
665588.500	1721755.100
665548.700	1721603.400
665592.000	1721523.900
665602.900	1721477.100
665602.900	1721426.400
665588.500	1721415.600
665577.600	1721390.300
665577.600	1721368.800
665610.300	1721329.000
665620.900	1721267.600
665619.800	1721242.900
665618.700	1721237.100
665607.300	1721216.000
665607.200	1721211.300
665599.400	1721200.600
665585.900	1721197.700
665585.900	1721191.000
665588.700	1721187.100
665588.700	1721153.500
665588.700	1721141.900
665608.100	1721143.900
665608.100	1721140.000
665598.500	1721132.300
665618.700	1721133.200
665624.600	1721117.900
665598.500	1721103.400
665602.200	1721100.600
665598.500	1721094.700
665589.600	1721097.700
665590.700	1721093.000
665592.600	1721083.300
665586.800	1721081.300
665578.100	1721084.200
665566.400	1721073.700
665559.700	1721075.500
665557.700	1721064.000
665549.000	1721061.200
665539.200	1721065.000
665529.600	1721059.200
665522.800	1721060.100
665517.900	1721059.200
665511.200	1721059.200
665508.300	1721043.800
665501.400	1721040.900
665500.500	1721032.400
665504.400	1721031.300
665503.400	1721026.500
665490.800	1721028.400
665487.900	1721016.800
665470.500	1721006.300
665457.900	1721007.200
665448.100	1721002.400
665426.800	1721012.000
665411.300	1720999.500
665402.600	1720989.000
665399.700	1720981.300
665386.100	1720980.300
665362.800	1720977.400
665349.300	1720979.400
665320.200	1720962.100
665296.900	1720933.200
665281.500	1720899.500
665281.500	1720881.200
665281.500	1720860.100
665287.200	1720849.500
665300.800	1720847.700
665304.700	1720854.300
665309.500	1720854.300
665314.300	1720838.900
665322.100	1720835.000
665315.400	1720825.400
665300.800	1720824.500
665291.200	1720828.400
665263.900	1720824.500
665215.500	1720811.100
665202.900	1720803.300
665187.400	1720777.400
665182.500	1720755.300
665180.600	1720731.200
665189.300	1720709.100
665202.900	1720686.900
665217.400	1720678.300
665240.700	1720688.800
665251.300	1720696.500
665253.300	1720687.900
665273.700	1720688.800
665268.900	1720681.200
665279.500	1720676.300
665285.200	1720670.600
665270.700	1720668.800
665284.300	1720640.700
665318.200	1720638.900
665315.500	1720635.000
665332.800	1720636.900
665339.500	1720622.500
665351.200	1720612.900
665365.800	1720605.200
665367.700	1720593.600
665386.200	1720589.700
665376.400	1720580.100
665384.200	1720577.400
665417.100	1720577.400
665402.600	1720566.700
665437.500	1720566.700
665475.300	1720571.500
665441.500	1720538.700
665457.900	1720533.000
665473.400	1720520.500
665508.300	1720529.100
665549.000	1720535.000
665531.600	1720523.400
665496.600	1720510.100
665500.500	1720501.300
665547.000	1720505.200
665580.000	1720514.800
665583.900	1720500.400
665592.600	1720501.300
665594.600	1720493.700
665587.800	1720491.700
665589.600	1720480.100
665570.400	1720478.100
665557.800	1720468.500
665542.200	1720467.600
665550.900	1720380.100
665572.200	1720379.200
665554.800	1720346.400
665520.000	1720334.800
665511.200	1720333.900
665494.700	1720331.000
665439.400	1720287.700
665412.300	1720270.400
665377.300	1720252.100
665367.700	1720237.700
665364.700	1720222.300
665375.400	1720180.000
665399.700	1720134.800
665422.400	1720110.100
665441.500	1720089.600
665492.800	1720060.800
665530.600	1720048.200
665580.100	1720045.300
665613.100	1720059.900
665623.700	1720080.900
665618.700	1720090.600
665602.200	1720087.800
665613.000	1720105.900
665642.100	1720104.000
665641.100	1720110.700
665657.600	1720094.300
665646.900	1720063.600
665663.400	1720054.900
665705.000	1720074.200
665707.000	1720067.400
665667.200	1720044.400
665630.500	1719976.100
665651.700	1719963.500
665685.600	1720024.100
665692.400	1720024.100
665656.700	1719961.700
665685.600	1719950.100
665749.700	1720048.200
665752.100	1720044.700
665691.600	1719946.200
665730.200	1719933.800
665783.600	1720032.800
665789.400	1720030.900
665735.100	1719930.900
665775.800	1719925.100
665820.500	1720009.800
665825.300	1720008.900
665781.800	1719925.100
665810.900	1719926.000
665851.400	1719999.100
665855.300	1719999.100
665817.500	1719927.000
665846.700	1719933.700
665867.900	1719977.900
665891.200	1719964.600
665923.100	1720000.300
665880.500	1720043.400
665828.200	1720049.200
665739.000	1720092.500
665745.900	1720103.000
665847.500	1720061.700
665910.500	1720059.900
665948.500	1720097.300
665949.500	1720108.800
665955.200	1720114.600
665946.500	1720137.600
665949.400	1720159.800
665954.300	1720186.700
665964.800	1720186.700
665958.200	1720153.100
665957.300	1720137.600
665970.700	1720134.000
665965.900	1720125.200
665971.800	1720125.200
665971.700	1720119.400
665970.700	1720109.900
665983.300	1720104.000
665985.200	1720090.600
665970.700	1720079.900
665965.900	1720025.100
665980.400	1720012.700
666033.800	1719997.200
666011.400	1719992.500
666043.400	1719990.500
666044.500	1719979.900
666076.300	1719985.700
666082.200	1719981.800
666088.900	1719984.700
666103.500	1719976.100
666105.500	1719966.500
666125.000	1719971.300
666124.900	1719977.000
666159.700	1719980.900
666170.400	1719977.000
666206.400	1719983.900
666217.000	1719981.800
666272.300	1719980.000
666280.900	1719974.200
666269.400	1719973.100
666265.500	1719954.000
666279.900	1719949.200
666304.200	1719947.200
666306.100	1719942.400
666310.200	1719942.400
666311.000	1719956.900
666323.600	1719963.500
666324.600	1719970.300
666336.200	1719967.500
666338.100	1719958.800
666354.600	1719961.700
666378.000	1719953.900
666409.000	1719973.200
666424.400	1719973.200
666440.000	1719954.000
666422.500	1719932.800
666416.700	1719915.200
666405.100	1719911.300
666438.000	1719914.500
666436.100	1719895.800
666467.100	1719884.100
666467.100	1719864.700
666447.700	1719857.000
666436.100	1719837.600
666455.400	1719814.300
666474.900	1719814.500
666525.300	1719818.200
666536.900	1719829.800
666525.300	1719861.000
666529.200	1719880.200
666525.300	1719891.900
666529.200	1719911.300
666560.300	1719930.600
666575.700	1719926.700
666602.900	1719911.300
666610.700	1719895.800
666626.200	1719895.800
666657.100	1719907.400
666649.500	1719895.800
666664.900	1719880.300
666645.500	1719860.900
666645.600	1719833.700
666657.200	1719814.300
666649.400	1719802.800
666742.500	1719771.600
666796.700	1719756.100
666820.000	1719740.700
666812.300	1719713.500
666866.500	1719713.500
666882.200	1719725.100
666901.600	1719694.000
666901.600	1719670.800
666913.000	1719670.800
666913.100	1719651.400
666951.800	1719632.100
666955.700	1719612.700
666990.600	1719636.000
666990.600	1719651.400
667013.800	1719659.200
667068.100	1719651.400
667068.100	1719686.400
667099.200	1719655.300
667188.400	1719655.300
667196.100	1719674.700
667250.500	1719659.200
667250.400	1719678.600
667277.600	1719670.800
667308.700	1719682.500
667312.500	1719655.300
667339.800	1719655.300
667405.500	1719659.300
667386.200	1719628.200
667386.200	1719616.500
667405.600	1719616.500
667425.000	1719601.000
667436.600	1719589.300
667370.700	1719574.000
667390.100	1719531.200
667452.200	1719504.200
667483.100	1719488.500
667479.300	1719469.100
667460.000	1719476.900
667436.600	1719465.200
667409.500	1719430.400
667413.300	1719410.900
667382.300	1719387.700
667386.300	1719368.300
667409.400	1719349.000
667401.600	1719314.000
667359.100	1719275.300
667343.600	1719228.800
667355.100	1719201.600
667382.300	1719197.800
667351.200	1719186.200
667347.400	1719170.600
667355.200	1719151.300
667324.100	1719128.000
667320.200	1719073.800
667378.500	1718992.200
667386.300	1718922.500
667444.400	1718825.400
667587.900	1718778.900
667626.600	1718678.100
667708.000	1718631.500
667801.100	1718608.300
667805.000	1718515.100
667855.400	1718480.300
667855.400	1718449.400
668068.600	1718286.400
668092.000	1718274.800
668092.000	1718243.700
668091.900	1718232.000
668061.000	1718239.800
668061.100	1718197.300
668076.600	1718193.300
668061.100	1718174.100
668045.500	1718181.600
667999.000	1718166.300
667983.500	1718146.800
667952.400	1718139.000
667902.000	1718115.800
667925.200	1718100.300
667890.400	1718092.500
667863.100	1718100.300
667859.300	1718003.300
667909.600	1717987.900
667870.900	1717968.400
667921.300	1717968.500
667921.300	1717937.400
667952.500	1717937.400
667963.900	1717906.300
668527.300	1716318.700
669822.900	1714835.900
669089.600	1714450.300
668197.400	1714163.000
668100.700	1714168.100
668125.100	1714209.400
668153.900	1714221.500
668095.800	1714253.100
668134.300	1714309.000
668190.400	1714293.400
668188.400	1714324.600
668238.700	1714295.500
668307.200	1714286.100
668285.100	1714381.800
668306.600	1714389.500
668345.000	1714362.000
668366.400	1714368.700
668400.400	1714350.500
668453.100	1714360.200
668473.300	1714348.000
668530.400	1714378.500
668547.200	1714360.400
668560.600	1714380.600
668596.000	1714340.200
668714.500	1714359.000
668681.000	1714385.100
668675.300	1714420.500
668720.400	1714438.700
668711.300	1714453.300
668736.000	1714495.900
668764.300	1714499.100
668799.200	1714465.000
668819.800	1714472.600
668811.600	1714504.100
668840.600	1714502.300
668817.800	1714585.000
668822.300	1714625.800
668876.700	1714711.600
668929.600	1714709.200
668958.400	1714736.500
669006.000	1714745.600
669024.700	1714772.500
669071.800	1714787.500
669133.900	1714787.700
669178.700	1714749.800
669172.500	1714811.300
669139.200	1714839.500
669176.200	1714855.200
669136.400	1714876.600
669163.000	1714884.000
669149.600	1714894.900
669186.500	1714908.600
669185.300	1714921.700
669167.400	1714922.900
669145.800	1714962.300
669092.000	1714918.500
668972.700	1714885.000
668713.700	1714973.200
668611.600	1714975.600
668477.800	1714933.600
668312.300	1714996.100
668179.900	1715009.400
667696.900	1714814.200
667614.400	1714825.300
667411.300	1714972.300
667375.600	1714980.400
667305.900	1714921.600
667111.000	1714879.700
667040.900	1714800.900
666667.400	1714675.800
666567.200	1714757.200
666418.600	1714751.500
666280.500	1714770.000
666146.200	1714930.700
666117.800	1714940.500
665793.200	1714972.700
665590.600	1714920.200
665339.700	1714881.700
665113.600	1714871.800
665018.100	1714882.900
664841.500	1714976.000
664777.700	1715028.100
664748.700	1715078.000
664731.800	1715194.900
664733.700	1715195.700
664528.200	1715114.300
664446.800	1715001.800
664299.500	1714951.400
664252.900	1714908.900
664047.300	1714869.900
663830.200	1714920.400
663624.700	1714711.000
663535.400	1714393.000
663368.700	1714319.500
663209.700	1714071.100
663225.300	1713951.000
663194.300	1713892.800
662884.000	1713760.800
662515.600	1713764.700
662209.200	1713753.100
662158.800	1713791.900
661871.900	1713764.700
661526.700	1714024.600
661360.000	1714125.500
661328.900	1714265.000
661255.200	1714280.500
661150.600	1714423.900
661072.900	1714676.100
661045.900	1714862.200
660890.800	1714846.700
660503.000	1714928.100
660471.900	1715141.500
660406.000	1715176.300
660355.600	1715412.900
660270.200	1715521.500
660266.400	1715649.500
660243.100	1715688.200
660068.600	1715750.300
659979.300	1715858.800
659781.500	1715866.600
659684.700	1715959.700
659514.000	1716010.200
659374.500	1716320.300
659203.800	1716448.200
659137.800	1716630.500
658978.900	1716801.200
658936.200	1716967.900
658862.500	1717084.300
658738.400	1717138.700
658614.400	1717266.700
658567.800	1717662.100
658474.700	1717751.300
658447.600	1717902.700
658257.600	1718344.600
658273.000	1718399.000
658129.600	1718678.100
658160.600	1718813.800
658047.300	1719139.800
657820.900	1719087.600
657520.400	1719217.600
657442.500	1719247.200
657371.900	1719247.200
657238.500	1719199.000
656885.900	1718939.300
656659.600	1718939.300
656511.200	1718816.800
656370.200	1718802.000
656066.000	1718598.000
655795.200	1718290.000
655234.800	1718661.100
655145.800	1718661.000
655097.600	1718698.100
655008.500	1718713.000
654908.400	1718887.400
654778.500	1719002.500
654611.600	1719009.700
654518.800	1719035.900
654514.700	1719028.300
654403.700	1719064.400
654218.500	1719080.000
654025.500	1719071.000
653757.600	1719111.800
653624.800	1719024.900
653437.100	1718971.500
653305.500	1718868.500
653237.100	1718721.400
653247.500	1718616.500
653100.400	1718490.500
653092.300	1718407.800
653108.500	1718391.600
653081.400	1718362.800
653027.000	1718357.000
652813.100	1718397.300
652598.400	1718312.800
652376.600	1718228.300
652061.200	1718151.800
651966.400	1718288.100
651741.100	1718560.500
651480.500	1719042.700
650914.400	1719377.800
650624.700	1719586.300
650536.900	1719729.000
650356.400	1720022.000
650227.700	1719759.600
649902.800	1719626.600
649692.300	1719496.500
649558.400	1719311.400
649408.400	1719188.700
649128.800	1719141.000
649101.400	1719097.300
647467.600	1720683.100
649097.800	1719099.900
649098.500	1719092.400
648965.200	1718879.500
648958.500	1718786.900
648838.600	1718553.900
648766.800	1718301.900
648545.600	1717970.000
648574.900	1717878.000
648533.100	1717386.300
648207.500	1717227.300
648016.400	1717086.100
647396.800	1717228.000
646909.500	1717175.500
646587.300	1717292.700
646418.400	1717493.700
645925.300	1717670.800
645657.200	1717709.700
645477.200	1717556.600
645324.700	1717490.000
645305.100	1717494.000
645027.000	1717550.700
644831.200	1717817.500
644512.000	1718114.000
644099.200	1718309.600
644077.900	1718319.700
644061.400	1718313.500
643789.500	1718211.300
643651.800	1718013.600
643500.300	1717945.100
643566.300	1717431.700
643316.700	1716949.300
642947.600	1716848.100
642626.700	1716893.200
642145.000	1717156.700
641626.600	1717344.800
641536.500	1717377.500
641405.100	1717311.500
641348.700	1717161.500
641209.100	1717061.300
641205.700	1716943.000
640977.800	1716695.800
640925.800	1716570.700
641036.000	1716265.400
640873.700	1715786.300
640778.300	1715672.000
640547.000	1715163.500
640313.800	1715087.900
639794.300	1715274.500
639725.200	1715210.900
639695.200	1715212.400
639642.700	1715111.500
639541.500	1715061.700
639460.700	1714941.400
639390.400	1714920.800
639347.600	1714832.300
639274.200	1714763.700
639032.700	1714235.600
638806.300	1714220.800
638572.100	1714018.900
638525.000	1713954.800
638283.600	1713396.500
638303.200	1713118.800
638188.700	1712794.200
637889.500	1712801.900
637658.800	1712781.300
637506.200	1712794.800
637505.900	1712694.700
637315.700	1712664.400
637265.400	1712661.500
637096.500	1712733.300
636912.500	1712692.700
636422.600	1712103.800
636333.100	1712052.300
636224.200	1712168.300
636011.400	1712179.700
635960.500	1712166.800
635870.000	1712099.400
635783.000	1712052.600
635247.300	1712543.300
634909.400	1712812.000
634848.200	1712989.200
634761.300	1713104.900
634752.900	1713386.200
634717.900	1713484.600
634539.000	1713621.000
634449.300	1713643.700
634372.000	1713641.600
634314.300	1713601.300
634304.900	1713624.400
634250.500	1713581.400
634064.500	1713572.800
633884.000	1713575.500
633826.800	1713567.100
633772.300	1713526.900
633649.300	1713526.900
633540.400	1713523.900
633466.100	1713443.800
633279.900	1713403.600
633125.300	1713369.200
632750.100	1713480.800
632395.200	1713240.300
632286.400	1713300.400
632249.000	1713267.800
632237.900	1713272.200
632041.000	1713279.400
631514.200	1713145.100
631358.500	1713042.600
631267.500	1712936.000
631099.600	1712846.300
631001.400	1712639.900
630807.900	1712461.700
630683.600	1712382.200
630599.200	1712365.500
630494.000	1712316.000
630364.500	1712072.600
630236.200	1711961.200
629954.500	1711927.900
629786.300	1711867.100
629440.100	1711428.700
629109.600	1711388.200
628839.600	1711524.500
628524.900	1711511.200
628431.600	1711476.900
628318.000	1711487.000
628243.300	1711429.500
627867.200	1711282.700
627825.700	1711212.200
627684.200	1711115.800
627628.900	1711000.000
627813.300	1710712.800
627815.500	1710603.300
627740.300	1709933.400
627733.700	1709747.400
627701.700	1709620.100
627666.900	1709321.600
627632.900	1709241.500
627504.000	1709216.500
627164.300	1709090.500
626642.900	1709232.400
626224.800	1709406.900
626153.800	1709378.400
626064.700	1709315.700
626039.200	1709261.300
626003.000	1709116.100
626046.800	1708982.100
626428.800	1708695.500
626575.800	1708520.000
626642.400	1708440.500
626582.900	1708274.600
626978.200	1707624.500
626868.000	1707369.700
626784.300	1707011.000
626935.300	1706828.100
627050.200	1706805.900
627042.800	1706690.200
627064.400	1706633.600
627125.100	1706561.600
627259.100	1706526.100
627296.600	1706449.700
627414.700	1706464.400
627496.200	1706498.300
627555.900	1706476.500
627645.200	1706238.300
627756.000	1706247.500
627764.300	1706186.800
627871.300	1706150.000
627833.700	1705965.900
627978.100	1705935.900
627933.700	1705739.000
628038.800	1705623.200
627990.200	1705424.800
628036.800	1705257.500
627946.000	1704974.400
627947.100	1704897.200
628020.100	1704830.400
628039.400	1704737.000
628003.000	1704285.200
627778.300	1704217.000
627689.200	1704108.400
627481.600	1704091.200
627289.400	1704159.500
626867.300	1704078.600
626809.800	1704152.400
626728.700	1704107.400
626535.400	1704156.600
626301.300	1704259.500
626296.200	1704339.000
625958.500	1704500.400
625730.500	1704415.400
625445.100	1704515.600
625228.400	1704514.100
625070.000	1704482.000
624921.500	1704400.100
624656.600	1704525.900
624344.600	1704632.800
623645.800	1704568.000
623064.800	1704623.600
622787.900	1704669.000
622743.000	1704687.900
622518.200	1704907.400
622244.000	1704995.800
622143.800	1705046.200
621837.500	1705084.400
621775.000	1705270.800
621710.400	1705344.100
621451.800	1705394.400
