# XLAMB2	YLAMB2 
988291.800	1852760.000
988328.300	1852768.500
988346.100	1852759.200
988360.600	1852740.300
988368.900	1852726.100
988410.600	1852706.100
988408.400	1852637.800
988380.100	1852613.500
988366.000	1852587.800
988348.700	1852571.800
988329.700	1852568.200
988310.800	1852552.100
988285.300	1852553.300
988269.700	1852538.800
988277.800	1852515.100
988265.300	1852499.000
988241.400	1852495.500
988241.600	1852487.600
988262.200	1852487.900
988256.000	1852476.600
988243.400	1852465.300
988235.800	1852447.800
988213.800	1852420.400
988201.400	1852397.900
988221.000	1852368.000
988212.500	1852291.800
988196.600	1852289.900
988198.500	1852270.800
988224.200	1852256.900
988248.100	1852252.400
988243.700	1852230.100
988267.800	1852216.300
988279.300	1852195.800
988315.800	1852202.600
988336.700	1852191.800
988352.500	1852201.500
988367.300	1852173.200
988361.100	1852160.400
988349.900	1852166.600
988342.400	1852139.300
988323.400	1852128.100
988310.700	1852115.100
988297.700	1852134.000
988285.000	1852127.500
988293.900	1852073.500
988313.200	1852051.500
988313.600	1852032.400
988329.600	1852023.100
988344.400	1851994.700
988344.800	1851959.800
988323.100	1851927.700
988312.500	1851886.100
988306.300	1851867.100
988295.300	1851862.200
988279.800	1851841.300
988280.100	1851815.900
988266.000	1851793.300
988258.200	1851775.800
988244.100	1851758.100
988223.900	1851738.800
988204.900	1851709.900
988187.600	1851692.200
988178.300	1851680.900
988178.500	1851668.200
988167.500	1851656.800
988154.900	1851645.600
988106.300	1851589.400
988095.800	1851547.900
988099.100	1851535.100
988091.600	1851497.000
988089.800	1851489.000
988082.800	1851458.800
988058.800	1851456.800
988062.200	1851436.200
988041.700	1851432.800
988037.100	1851419.900
988040.500	1851394.500
988040.900	1851375.500
988036.300	1851356.300
988041.300	1851335.800
988050.500	1851259.600
988055.800	1851218.300
988049.600	1851208.700
988059.400	1851191.500
988050.200	1851177.000
988032.300	1851189.400
987997.700	1851166.700
988023.700	1851128.900
988039.900	1851110.100
988040.200	1851091.100
988049.800	1851091.200
988073.400	1851102.700
988093.000	1851077.500
988095.100	1851045.700
988221.600	1851007.700
988270.400	1851057.800
988307.800	1851110.700
988349.200	1851116.100
988412.100	1851172.600
988503.600	1851240.600
988531.400	1851207.600
988517.300	1851186.800
988480.600	1851176.800
988463.200	1851166.800
988461.700	1851162.100
988478.300	1851116.300
988508.400	1851131.100
988545.600	1851107.700
988616.000	1851091.300
988649.200	1851101.200
988690.700	1851100.300
988730.600	1851097.600
988718.600	1851062.600
988700.800	1851062.400
988671.100	1851018.800
988694.300	1850974.800
988704.000	1850963.800
988697.800	1850938.300
988736.400	1850921.400
988766.700	1850921.700
988811.600	1850903.300
988838.000	1850841.800
988878.100	1850820.200
988878.400	1850809.000
988839.200	1850760.800
988754.600	1850762.800
988750.200	1850743.600
988724.300	1850763.900
988664.100	1850732.900
988631.400	1850691.000
988598.000	1850671.500
988577.900	1850633.100
988593.100	1850572.800
988556.900	1850543.700
988533.100	1850533.900
988528.500	1850514.700
988538.500	1850495.800
988533.800	1850483.000
988449.400	1850470.700
988412.700	1850473.400
988384.200	1850455.400
988381.500	1850426.800
988300.700	1850395.500
988290.400	1850325.500
988321.000	1850313.200
988362.900	1850270.800
988384.400	1850233.000
988365.900	1850189.800
988328.700	1850108.200
988389.500	1850086.900
988380.200	1850074.100
988335.700	1850071.800
988272.700	1850015.300
988250.800	1849984.800
988230.000	1849982.900
988211.400	1849952.400
988117.500	1849930.400
988070.100	1849902.800
987981.500	1849883.000
987971.700	1849880.700
987889.700	1849809.700
987895.600	1849847.800
987847.500	1849856.800
987863.200	1849880.800
987851.700	1849894.900
987837.600	1849883.600
987815.300	1849889.600
987790.100	1849856.000
987719.200	1849810.400
987674.500	1849803.400
987639.100	1849828.300
987652.600	1849879.300
987650.600	1849915.900
987666.300	1849932.000
987613.200	1849963.100
987645.700	1850031.800
987647.000	1850058.900
987631.000	1850057.000
987625.900	1850076.000
987652.800	1850098.600
987638.300	1850111.200
987594.200	1850074.000
987566.600	1850097.500
987523.400	1850108.000
987512.600	1850082.300
987483.600	1850102.500
987442.400	1850095.500
987433.000	1850073.300
987397.800	1850077.500
987389.700	1850091.700
987362.500	1850091.400
987360.100	1850048.400
987277.500	1850028.200
987232.300	1850057.700
987189.300	1850050.700
987145.100	1850032.600
987089.300	1850020.600
987026.200	1849967.400
987037.600	1849953.200
987014.400	1849913.200
986995.200	1849912.900
986983.700	1849928.700
986959.500	1849842.600
986996.700	1849803.400
987041.400	1849799.200
987064.400	1849748.700
987127.000	1849740.000
987149.700	1849711.600
987147.100	1849670.400
987112.100	1849666.700
987096.200	1849647.400
987119.900	1849568.300
987109.000	1849544.300
987075.300	1849545.500
987067.200	1849561.200
986992.500	1849553.800
986984.200	1849567.900
986931.900	1849657.800
986901.600	1849652.600
986903.600	1849635.200
986875.000	1849612.500
986850.400	1849661.400
986825.000	1849654.700
986829.500	1849675.400
986842.100	1849694.600
986820.600	1849740.500
986831.500	1849756.500
986822.900	1849804.100
986851.200	1849833.000
986814.000	1849862.700
986819.900	1849893.000
986918.000	1849948.300
986779.700	1850138.700
986713.400	1850201.400
986631.600	1850236.700
986604.900	1850328.400
986646.100	1850337.000
986690.100	1850385.300
986702.300	1850422.000
986721.200	1850439.800
986720.800	1850466.800
986737.900	1850497.200
986745.000	1850553.000
986792.100	1850607.800
986834.800	1850624.200
986883.500	1850580.500
986910.300	1850591.900
986932.200	1850616.100
986924.000	1850646.000
986939.100	1850695.600
986985.100	1850712.200
986991.100	1850737.700
987006.800	1850755.400
986987.300	1850777.300
986963.400	1850778.600
986966.200	1850802.500
986991.600	1850815.500
986984.800	1850842.500
987004.600	1850901.500
987009.200	1850920.600
986999.200	1850940.900
986968.100	1851004.300
986923.100	1851033.800
986914.000	1851105.200
986985.300	1851260.400
986975.100	1851301.600
986943.900	1851353.600
986942.800	1851429.800
986930.300	1851523.300
986907.500	1851559.600
986860.700	1851592.300
986796.200	1851534.000
986770.700	1851530.700
986768.800	1851546.400
986799.100	1851556.500
986839.900	1851601.500
986749.600	1851670.100
986723.800	1851682.500
986703.100	1851682.300
986664.200	1851618.100
986659.900	1851594.100
986760.000	1851500.300
986760.100	1851489.200
986741.100	1851484.100
986691.200	1851518.400
986548.100	1851498.700
986538.000	1851525.700
986560.200	1851540.300
986608.100	1851529.900
986639.800	1851539.900
986634.500	1851576.400
986598.400	1851650.500
986541.400	1851614.800
986455.500	1851610.400
986318.700	1851689.500
986204.500	1851759.400
986184.900	1851794.000
986188.000	1851805.100
986199.100	1851805.300
986242.900	1851761.400
986274.100	1851795.400
986293.400	1851790.800
986300.000	1851778.200
986282.700	1851754.100
986289.400	1851733.600
986461.500	1851639.100
986526.800	1851647.900
986570.600	1851693.000
986465.000	1851837.700
986447.000	1851858.100
986347.600	1851786.900
986334.600	1851805.600
986442.000	1851882.000
986431.400	1851946.900
986398.000	1851949.600
986381.700	1851965.100
986381.400	1851984.400
986403.100	1852022.900
986390.000	1852056.100
986350.100	1852065.000
986350.900	1852108.000
986342.500	1852134.800
986295.100	1852219.800
986081.200	1852345.600
986063.300	1852352.600
985824.700	1852445.300
985814.000	1852438.100
985810.400	1852435.600
985704.400	1852489.600
985667.600	1852497.100
985498.800	1852589.900
985444.200	1852605.100
985433.300	1852586.000
985408.500	1852597.800
985388.400	1852607.500
985303.900	1852611.100
985285.800	1852539.400
985271.300	1852542.300
985278.000	1852631.400
985262.300	1852635.000
985163.000	1852658.400
985030.400	1852659.500
984821.700	1852652.000
984705.700	1852631.200
984565.900	1852587.800
984243.200	1852513.400
984061.700	1852482.200
984071.900	1852442.500
984062.400	1852437.600
984044.200	1852482.000
983972.400	1852461.500
983868.900	1852419.600
983823.000	1852376.400
983808.800	1852346.300
983805.800	1852322.500
983858.300	1852343.300
983860.100	1852329.200
983830.300	1852240.100
983832.300	1852186.300
983859.600	1852131.000
983883.800	1852107.300
983891.800	1852107.400
983901.200	1852110.500
983917.300	1852102.900
983917.400	1852096.400
983895.200	1852090.000
983893.700	1852077.300
983853.900	1852040.500
983703.200	1851928.600
983606.700	1851824.800
983481.400	1851706.700
983386.200	1851637.800
983348.000	1851621.800
983313.000	1851623.000
983282.800	1851625.900
983265.000	1851641.800
983268.100	1851651.200
983281.000	1851656.000
983290.300	1851656.200
983300.000	1851651.600
983316.000	1851645.300
983316.000	1851658.000
983333.400	1851659.700
983335.000	1851669.100
983352.600	1851667.600
983359.000	1851659.800
983387.600	1851669.600
983387.600	1851680.700
983449.500	1851736.600
983455.800	1851731.900
983637.900	1851912.100
983684.000	1851952.300
983798.100	1852052.800
983746.400	1852130.100
983735.300	1852130.100
983732.000	1852139.600
983736.800	1852152.500
983733.700	1852154.000
983717.700	1852152.200
983717.600	1852158.700
983722.300	1852165.100
983658.000	1852254.900
983394.700	1852058.100
983392.800	1851866.300
983341.700	1851862.700
983322.400	1851876.700
983352.400	1851934.100
983351.800	1852032.400
983302.100	1852038.600
983225.700	1852020.600
983139.900	1851985.200
983124.300	1851977.200
983050.900	1851940.200
983001.900	1851885.800
982992.500	1851869.900
983072.700	1851794.300
983182.800	1851794.900
983182.500	1851802.900
983343.600	1851802.500
983346.900	1851794.400
983385.100	1851794.800
983399.500	1851810.700
983409.000	1851801.200
983409.000	1851791.800
983345.500	1851772.300
983023.400	1851773.200
982966.000	1851754.000
982930.600	1851806.000
982873.300	1851785.000
982826.800	1851752.700
982802.100	1851735.400
982635.500	1851574.200
982593.900	1851531.300
982559.400	1851496.000
982543.800	1851445.200
982536.300	1851410.300
982517.200	1851383.000
982485.500	1851359.200
982422.300	1851282.600
982392.000	1851260.200
982381.000	1851225.300
982346.200	1851204.300
982353.000	1851155.400
982340.200	1851144.200
982340.400	1851132.900
982329.500	1851071.200
982305.800	1851067.900
982291.300	1851051.900
982282.200	1851020.000
982264.700	1850999.300
982283.900	1850982.000
982282.400	1850974.100
982266.500	1850969.200
982239.300	1850980.200
982231.400	1850961.000
982198.300	1850919.600
982192.000	1850889.400
982211.400	1850873.800
982210.200	1850800.800
982181.300	1850811.800
982170.300	1850803.800
982180.100	1850784.600
982173.700	1850775.100
982124.400	1850747.900
982138.800	1850737.000
982115.200	1850703.400
982100.900	1850693.900
982113.700	1850678.100
982102.600	1850665.400
982089.900	1850670.100
982066.100	1850663.400
982086.800	1850646.200
982073.100	1850640.200
982053.500	1850631.600
982064.600	1850620.700
982058.300	1850609.500
982034.500	1850595.100
982021.700	1850599.800
982005.900	1850582.200
982015.700	1850563.200
982008.100	1850506.000
981944.400	1850493.100
981958.700	1850482.000
981976.700	1850426.600
981954.500	1850412.300
981911.800	1850361.000
981887.700	1850361.000
981854.500	1850351.200
981881.600	1850330.800
981870.700	1850272.100
981844.000	1850237.000
981831.400	1850212.000
981834.700	1850188.400
981820.600	1850178.800
981801.400	1850145.200
981791.900	1850148.300
981779.300	1850130.900
981768.200	1850126.100
981769.800	1850108.600
981752.500	1850086.200
981740.000	1850060.900
981733.600	1850054.500
981732.100	1850038.700
981724.300	1850018.000
981714.900	1849990.900
981699.000	1849987.600
981702.300	1849960.800
981697.600	1849944.900
981681.700	1849938.400
981683.400	1849927.300
981674.000	1849905.100
981666.000	1849909.700
981653.200	1849909.700
981643.800	1849892.200
981626.300	1849895.300
981621.400	1849887.400
981628.000	1849873.000
981615.500	1849839.600
981594.800	1849836.400
981586.600	1849842.700
981577.200	1849831.600
981548.500	1849820.200
981543.800	1849826.500
981507.200	1849820.000
981510.500	1849800.900
981496.200	1849789.600
981475.500	1849794.300
981437.200	1849771.900
981345.000	1849757.100
981316.200	1849756.700
981301.900	1849761.400
981285.600	1849780.500
981205.900	1849770.300
981124.900	1849754.200
981107.300	1849750.600
981091.600	1849720.500
981043.900	1849683.700
981018.600	1849651.700
981015.500	1849642.300
981006.000	1849618.500
980974.400	1849583.300
980965.100	1849553.200
980916.700	1849494.000
980906.500	1849481.300
980851.000	1849447.800
980801.800	1849404.700
980781.200	1849391.800
980748.100	1849334.400
980718.000	1849308.900
980676.500	1849302.300
980639.900	1849287.700
980622.300	1849287.700
980604.900	1849276.500
980571.500	1849252.400
980571.500	1849242.800
980554.200	1849223.800
980546.100	1849231.600
980520.900	1849204.400
980517.800	1849191.800
980529.000	1849187.200
980527.600	1849163.400
980562.700	1849144.500
980607.400	1849156.000
980597.900	1849130.500
980546.800	1849125.400
980505.300	1849145.600
980497.400	1849142.500
980467.400	1849101.200
980439.900	1848997.200
980433.400	1848973.400
980431.900	1848932.300
980447.700	1848873.300
980449.300	1848859.100
980415.700	1848786.000
980409.200	1848754.400
980385.300	1848617.900
980385.400	1848583.000
980407.600	1848537.100
980414.000	1848519.500
980401.200	1848468.800
980396.300	1848454.600
980396.400	1848422.700
980388.400	1848383.200
980343.700	1848368.900
980321.200	1848365.700
980295.900	1848376.700
980255.900	1848387.800
980232.000	1848417.900
980214.600	1848432.100
980173.200	1848457.700
980139.500	1848465.600
980125.300	1848464.000
980107.800	1848470.400
980087.000	1848483.000
980074.300	1848498.900
980074.300	1848508.400
980069.400	1848516.300
980058.400	1848514.600
980037.700	1848555.800
980029.800	1848571.800
980024.800	1848587.700
980039.300	1848594.100
980056.800	1848589.200
980064.800	1848586.100
980067.900	1848557.500
980111.000	1848508.300
980165.200	1848506.800
980168.400	1848538.500
980187.500	1848568.700
980182.800	1848592.400
980197.100	1848613.100
980218.000	1848654.300
980213.200	1848681.400
980168.500	1848660.800
980163.700	1848667.100
980141.500	1848657.500
980133.300	1848671.800
980159.000	1848690.900
980133.400	1848743.200
980081.000	1848789.200
980061.700	1848792.400
980045.800	1848755.800
980050.600	1848743.200
980055.300	1848729.000
980037.800	1848728.800
980001.100	1848749.600
980015.600	1848762.200
980028.300	1848770.100
980036.300	1848779.600
980031.500	1848793.900
979996.400	1848821.000
979962.900	1848833.700
979929.500	1848841.600
979905.600	1848817.700
979908.800	1848811.400
979905.600	1848793.900
979897.400	1848793.800
979886.300	1848773.200
979907.100	1848757.400
979903.700	1848741.400
979884.700	1848735.300
979857.700	1848733.700
979758.600	1848760.600
979710.800	1848790.700
979675.900	1848836.800
979666.200	1848858.800
979615.400	1848997.000
979615.300	1849017.700
979629.700	1849025.600
979652.000	1849020.800
979732.700	1849001.200
979743.600	1849050.300
979766.900	1849140.900
979779.200	1849218.700
979809.900	1849409.100
979806.400	1849458.300
979788.500	1849512.000
979778.600	1849537.500
979794.700	1849545.500
979804.200	1849540.800
979813.700	1849540.800
979820.100	1849545.500
979824.800	1849564.700
979807.000	1849599.300
979634.000	1849691.900
979618.000	1849720.200
979534.700	1849762.500
979342.900	1849839.300
979339.700	1849840.600
979339.600	1849850.000
979256.500	1849881.200
979077.600	1849929.300
978989.900	1849943.500
978947.000	1849948.200
978899.100	1849952.900
978750.700	1849928.700
978712.700	1849911.300
978655.400	1849832.000
978666.500	1849819.400
978708.000	1849824.200
978720.800	1849840.100
978736.800	1849841.800
978744.800	1849827.400
978744.800	1849813.200
978736.900	1849803.600
978720.900	1849799.000
978712.900	1849805.300
978607.700	1849793.900
978574.300	1849754.200
978549.100	1849683.100
978534.800	1849667.000
978515.600	1849660.600
978663.100	1849396.700
978663.100	1849376.200
978628.000	1849371.300
978597.800	1849366.500
978548.300	1849361.700
978502.100	1849374.300
978468.500	1849396.300
978355.100	1849479.900
978193.600	1849590.300
978120.300	1849569.500
978110.600	1849579.200
978112.200	1849582.300
978153.700	1849598.100
978161.600	1849610.800
978161.600	1849622.000
978148.800	1849642.500
978118.300	1849661.300
978094.500	1849669.200
978049.900	1849665.900
978049.900	1849643.900
978042.000	1849635.900
978032.400	1849637.500
978025.900	1849683.300
977970.100	1849692.700
977927.000	1849705.200
977843.900	1849727.200
977765.900	1849730.200
977690.900	1849731.300
977662.200	1849731.500
977612.700	1849741.000
977558.500	1849742.300
977483.600	1849737.500
977461.400	1849716.900
977459.800	1849689.800
977445.500	1849690.000
977448.600	1849721.600
977421.400	1849743.600
977305.000	1849743.300
977290.700	1849732.200
977276.400	1849735.400
977273.300	1849684.700
977258.900	1849686.300
977257.100	1849718.000
977185.400	1849735.100
977136.900	1849740.100
977081.700	1849746.000
976812.200	1849728.000
976710.500	1849718.200
976643.300	1849711.700
976510.900	1849695.700
976394.500	1849676.400
976307.000	1849662.500
976283.100	1849658.800
976179.400	1849639.400
976093.300	1849618.700
976074.300	1849596.600
976075.900	1849590.000
976082.300	1849583.700
976079.100	1849572.600
976064.800	1849576.000
976061.600	1849585.500
976056.800	1849593.300
976029.600	1849593.100
976016.900	1849589.900
976012.200	1849575.700
976004.200	1849569.300
975994.600	1849583.600
975981.900	1849577.200
975970.700	1849567.800
975938.900	1849561.300
975927.700	1849550.200
975921.400	1849555.000
975906.900	1849556.600
975811.400	1849526.100
975669.100	1849495.400
975640.900	1849489.500
975462.400	1849443.100
975385.900	1849417.500
975384.000	1849415.200
975371.600	1849400.200
975371.600	1849381.100
975361.900	1849398.500
975314.200	1849384.200
975261.600	1849365.200
975217.000	1849341.200
975217.100	1849300.000
975206.000	1849303.200
975194.700	1849333.200
975132.600	1849318.900
975068.900	1849295.000
975056.200	1849287.000
975064.200	1849253.800
975072.200	1849244.300
975078.600	1849234.900
975069.100	1849228.500
975061.100	1849228.600
975054.700	1849234.800
975054.700	1849252.300
975046.600	1849272.700
975035.400	1849279.000
974998.800	1849264.700
974763.100	1849145.400
974753.600	1849139.200
974753.600	1849124.800
974760.000	1849112.300
974779.200	1849088.600
974779.200	1849082.200
974766.500	1849074.200
974760.100	1849077.400
974747.300	1849113.800
974713.800	1849113.700
974605.600	1849050.100
974620.000	1849023.200
974642.300	1848990.100
974629.600	1848986.900
974591.200	1849043.700
974526.200	1849001.900
974522.200	1848995.100
974574.400	1848908.400
974573.100	1848899.200
974563.700	1848904.400
974512.800	1848991.100
974340.900	1848886.000
974129.000	1848719.000
974071.000	1848673.100
973999.600	1848623.100
973975.200	1848600.800
973864.100	1848492.600
973782.900	1848409.200
973835.800	1848371.700
973861.000	1848344.800
973858.400	1848342.100
973772.000	1848406.300
973634.100	1848254.000
973537.200	1848126.800
973559.900	1848083.400
973565.700	1848064.500
973543.800	1848061.400
973523.900	1848096.700
973499.300	1848097.900
973456.600	1848043.200
973467.600	1848016.400
973495.300	1848000.400
973536.500	1848001.000
973588.200	1848037.300
973593.800	1848034.800
973585.900	1848012.800
973520.400	1847981.800
973488.300	1847926.500
973479.900	1847931.800
973487.200	1847994.800
973459.700	1847994.600
973427.600	1847942.300
973365.800	1847842.700
973372.200	1847788.200
973352.800	1847801.500
973317.300	1847787.300
973267.400	1847757.500
973248.900	1847725.600
973244.300	1847711.300
973247.900	1847681.200
973270.700	1847657.800
973277.000	1847657.900
973294.200	1847680.300
973299.100	1847674.000
973299.500	1847655.100
973288.800	1847620.200
973278.000	1847607.200
973271.500	1847605.500
973268.100	1847624.500
973274.200	1847640.300
973259.700	1847648.100
973251.600	1847651.100
973237.100	1847663.700
973225.900	1847663.500
973206.900	1847656.800
973196.000	1847637.600
973186.900	1847612.200
973190.700	1847580.500
973208.900	1847536.400
973242.300	1847538.500
973251.800	1847543.500
973257.900	1847561.100
973259.500	1847564.300
973264.200	1847565.800
973269.100	1847558.000
973266.300	1847538.800
973255.300	1847532.400
973245.800	1847525.900
973209.100	1847522.200
973105.800	1847504.800
973096.500	1847476.400
973089.400	1847433.300
973145.300	1847434.100
973231.100	1847449.700
973258.500	1847432.600
973257.300	1847408.800
973267.300	1847382.100
973248.300	1847377.100
973241.500	1847400.700
973231.800	1847410.200
973212.500	1847414.500
973201.400	1847414.400
973193.900	1847387.300
973199.100	1847358.800
973217.100	1847332.200
973231.700	1847319.900
973239.700	1847320.000
973258.200	1847350.300
973274.400	1847341.000
973274.700	1847315.700
973299.100	1847193.900
973304.200	1847175.000
973287.200	1847146.200
973266.700	1847126.800
973241.200	1847128.100
973046.400	1847046.100
973000.200	1847031.400
972998.900	1847031.000
972973.300	1847032.200
972926.900	1847042.600
972923.300	1847035.900
972920.700	1847031.400
972954.400	1847014.500
973016.700	1847007.500
973105.600	1847035.800
973175.200	1847070.100
973188.000	1847066.800
973199.200	1847064.200
973268.300	1847033.600
973278.200	1847013.100
973278.500	1846992.300
973123.700	1846711.200
972972.600	1846495.100
972947.800	1846459.800
972925.800	1846442.100
972914.500	1846443.700
972914.300	1846454.700
972915.800	1846465.700
972939.200	1846496.200
972914.900	1846514.900
972892.700	1846606.500
972873.300	1846618.700
972877.900	1846636.400
972863.300	1846647.200
972860.200	1846636.000
972826.400	1846656.200
972829.500	1846662.600
972776.000	1846713.900
972763.700	1846693.300
972762.200	1846683.700
972762.400	1846674.300
972775.300	1846658.500
972782.000	1846647.500
972782.200	1846628.500
972774.500	1846615.800
972765.000	1846607.600
972758.800	1846601.200
972711.500	1846570.400
972711.800	1846551.400
972697.600	1846544.800
972689.700	1846540.000
972686.600	1846532.000
972688.800	1846494.100
972685.900	1846481.300
972684.400	1846471.900
972684.600	1846462.200
972691.100	1846452.800
972700.800	1846446.700
972710.200	1846456.300
972713.400	1846454.800
972713.600	1846442.100
972712.200	1846432.600
972720.700	1846402.800
972719.200	1846396.300
972707.800	1846412.100
972704.200	1846435.700
972685.000	1846441.700
972672.100	1846446.300
972645.100	1846438.000
972627.800	1846423.500
972621.600	1846413.800
972618.600	1846398.000
972620.600	1846379.100
972622.300	1846372.700
972633.500	1846364.900
972638.400	1846357.100
972643.500	1846347.600
972648.300	1846341.400
972646.800	1846333.500
972640.600	1846322.200
972631.200	1846311.000
972623.500	1846298.200
972620.500	1846288.800
972625.500	1846274.500
972645.100	1846244.700
972683.800	1846220.000
972703.300	1846202.700
972716.200	1846187.100
972716.600	1846168.100
972708.800	1846156.900
972686.400	1846156.700
972681.600	1846158.200
972681.500	1846167.600
972682.900	1846180.300
972682.700	1846193.000
972665.000	1846199.000
972647.600	1846190.900
972628.700	1846179.600
972614.800	1846149.200
972621.800	1846111.300
972630.100	1846098.700
972644.500	1846092.500
972649.300	1846091.000
972649.100	1846105.300
972655.400	1846110.200
972666.500	1846110.300
972669.800	1846099.400
972668.500	1846086.600
972654.600	1846061.000
972645.200	1846048.200
972638.900	1846046.500
972627.700	1846046.400
972624.500	1846052.700
972624.200	1846060.600
972633.900	1846060.700
972641.600	1846068.700
972636.800	1846073.500
972623.900	1846082.800
972608.000	1846084.100
972595.100	1846085.400
972587.200	1846083.800
972576.200	1846072.500
972568.300	1846059.800
972562.300	1846046.900
972562.600	1846023.200
972572.300	1846013.800
972590.100	1846007.800
972584.000	1845991.900
972619.500	1845965.500
972653.200	1845951.700
972654.200	1845983.500
972660.400	1845994.600
972670.100	1845996.300
972675.000	1845985.300
972679.600	1845904.500
972586.200	1845759.100
972539.800	1845669.400
972526.400	1845612.300
972509.100	1845594.500
972498.000	1845594.400
972493.100	1845605.400
972494.400	1845616.500
972513.000	1845650.200
972503.100	1845667.400
972475.800	1845682.700
972469.200	1845690.700
972469.000	1845709.500
972421.600	1845778.700
972398.500	1845727.400
972409.800	1845722.800
972405.200	1845708.400
972387.500	1845716.200
972399.100	1845692.300
972399.500	1845671.800
972383.500	1845670.000
972383.800	1845654.200
972430.300	1845637.400
972416.200	1845626.100
972374.400	1845647.600
972354.000	1845626.800
972337.100	1845591.500
972346.900	1845574.500
972337.500	1845559.900
972342.500	1845547.300
972368.100	1845547.700
972384.200	1845530.500
972384.600	1845514.700
972380.400	1845470.300
972384.000	1845451.300
972373.300	1845419.400
972375.200	1845405.400
972420.500	1845361.500
972415.100	1845304.400
972423.300	1845291.900
972414.200	1845266.400
972403.300	1845244.200
972397.200	1845232.800
972388.200	1845218.600
972380.900	1845195.200
972377.300	1845162.400
972393.000	1845101.300
972409.400	1845076.300
972448.400	1845032.400
972498.400	1844995.100
972463.700	1844974.000
972484.800	1844949.000
972544.300	1844922.900
972577.300	1844955.100
972575.000	1844997.800
972553.700	1845031.000
972543.700	1845054.600
972548.400	1845062.500
972557.900	1845062.600
972577.600	1845028.000
972597.500	1844984.000
972608.900	1844976.200
972699.400	1845002.900
972677.700	1845056.500
972663.300	1845064.200
972663.100	1845075.200
972669.400	1845078.500
972677.400	1845080.300
972687.000	1845074.000
972695.300	1845059.800
972728.500	1844981.200
972733.200	1844981.200
972743.400	1844944.900
972802.700	1844831.700
972817.300	1844819.300
972833.300	1844813.300
972855.500	1844816.800
972862.100	1844805.800
972929.600	1844778.200
972984.100	1844758.400
973065.800	1844739.000
973157.000	1844719.800
973182.500	1844720.100
973208.000	1844722.200
973260.300	1844738.900
973379.900	1844743.800
973438.900	1844741.400
973488.400	1844735.900
973512.100	1844753.700
973545.400	1844768.500
973589.900	1844773.700
973599.300	1844780.300
973605.600	1844788.400
973612.000	1844788.400
973636.100	1844779.200
973656.800	1844779.700
973676.100	1844773.500
973688.700	1844778.600
973694.900	1844788.200
973704.300	1844802.400
973725.100	1844796.500
973725.200	1844786.900
973726.900	1844779.000
973739.900	1844771.300
973740.000	1844761.800
973735.300	1844757.000
973732.300	1844742.800
973718.100	1844736.200
973728.100	1844712.600
973763.700	1844678.300
973792.500	1844675.600
973799.400	1844643.800
973806.000	1844632.800
973790.200	1844621.600
973790.400	1844607.300
973806.800	1844580.600
973826.400	1844552.500
973829.100	1844485.800
973828.500	1844432.100
973819.500	1844392.400
973844.100	1844348.400
973855.500	1844337.400
973862.100	1844323.200
973871.900	1844313.900
973903.800	1844294.700
973932.500	1844265.500
974012.300	1844235.600
974057.600	1844198.600
974056.900	1844137.700
974036.400	1844081.600
973999.700	1844094.100
973984.300	1844134.900
973964.300	1844136.400
973961.600	1844105.100
973888.900	1844099.200
973869.700	1844059.300
973858.000	1843968.800
973846.800	1843947.300
973858.800	1843919.600
973881.800	1843929.700
973891.900	1843918.400
973872.400	1843900.100
973949.800	1843820.900
973919.000	1843787.400
973935.800	1843766.400
973971.700	1843794.800
973999.300	1843824.900
973926.400	1843930.500
973937.900	1843942.200
973935.000	1844016.000
973946.200	1844031.000
973961.500	1844011.400
973966.000	1843939.200
974064.000	1843809.400
974031.500	1843779.400
973982.200	1843762.200
973984.100	1843742.500
973970.900	1843743.900
973964.100	1843763.500
973931.100	1843750.000
973924.900	1843728.500
973901.700	1843731.400
973865.600	1843717.700
973860.900	1843699.600
973844.300	1843706.000
973827.300	1843732.000
973812.600	1843753.600
973817.200	1843763.300
973812.300	1843769.400
973802.600	1843780.400
973792.900	1843785.000
973770.600	1843784.700
973761.200	1843776.700
973743.600	1843782.600
973737.300	1843779.500
973729.400	1843773.000
973734.500	1843749.200
973725.000	1843749.100
973715.300	1843758.500
973713.900	1843745.700
973717.200	1843739.500
973719.200	1843717.300
973712.700	1843715.600
973701.500	1843725.100
973693.700	1843713.900
973683.900	1843724.800
973679.100	1843732.600
973676.000	1843726.100
973666.600	1843716.600
973647.500	1843703.700
973622.000	1843704.800
973582.100	1843709.100
973560.100	1843691.300
973546.400	1843648.400
973556.100	1843638.800
973557.800	1843634.100
973558.400	1843602.400
973547.200	1843603.800
973534.200	1843614.800
973526.300	1843613.200
973524.800	1843602.100
973521.800	1843597.100
973507.900	1843571.600
973496.700	1843571.400
973487.500	1843558.500
973484.300	1843547.500
973476.600	1843534.800
973476.800	1843518.900
973470.700	1843504.600
973453.200	1843499.500
973426.200	1843503.800
973413.500	1843492.700
973412.100	1843478.200
973404.700	1843445.000
973404.900	1843432.300
973429.000	1843421.500
973448.200	1843415.600
973469.200	1843404.700
973471.000	1843390.500
973473.100	1843365.100
973477.900	1843358.800
973490.800	1843346.500
973481.400	1843338.300
973468.800	1843327.100
973461.100	1843312.700
973458.500	1843276.200
973461.100	1843224.000
973456.500	1843212.800
973442.200	1843201.500
973405.600	1843197.800
973389.700	1843202.300
973381.500	1843210.000
973364.100	1843203.600
973348.100	1843203.100
